course_code,status,canonical_title,canonical_cus,first_seen,last_seen,edition_count,span_months,college_count,colleges,title_variant_count,title_variants,first_programs,latest_programs
D658,RETIRED,Planning Instructional Strategies for,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D659,RETIRED,Assessing and Monitoring Student Learning,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D660,RETIRED,Instructional Technology and Online Pedagogy,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D661,RETIRED,Creating Positive Learning Environments,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D662,RETIRED,Personalized Learning for Inclusive,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D663,RETIRED,The Professional Educator,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D664,RETIRED,Learners and Learning Science,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Biological Science Education | Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education"
D665,RETIRED,Learner Development and the Science of,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology)"
D667,RETIRED,Precalculus,4,2025-02,2026-06,17,16,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Arts, Educational Studies in Secondary Mathematics Education | Bachelor of Arts, Educational Studies in Secondary Physics Science Education | Bachelor of Science, Mathematics Education (Secondary)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Arts, Educational Studies in Secondary Mathematics Education | Bachelor of Arts, Educational Studies in Secondary Physics Science Education | Bachelor of Science, Mathematics Education (Secondary)"
D668,RETIRED,Elementary Literacy Curriculum,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D669,RETIRED,Early Literacy Methods,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D670,RETIRED,Elementary Literacy Methods,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D671,RETIRED,Elementary Science Curriculum,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D672,RETIRED,Elementary Science and Engineering Methods,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D673,RETIRED,Elementary Social Studies Curriculum,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D674,RETIRED,Elementary Social Studies Methods,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D675,RETIRED,Elementary Literacy Methods,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D676,RETIRED,Early Literacy Methods,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D677,RETIRED,Elementary Literacy Curriculum,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D678,RETIRED,Elementary Science Curriculum,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D679,RETIRED,Elementary Science and Engineering Methods,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D680,RETIRED,Elementary Social Studies Curriculum,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D681,RETIRED,Elementary Social Studies Methods,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D682,RETIRED,Artificial Intelligence Optimization for Computer,3,2024-10,2026-06,21,20,1,School of Technology,0,,"Bachelor of Science, Computer Science","Bachelor of Science, Computer Science | Bachelor of Science, Computer Science (BSCS to MSCS)"
D683,RETIRED,Advanced AI and ML,3,2024-10,2026-06,21,20,1,School of Technology,0,,"Bachelor of Science, Computer Science","Bachelor of Science, Computer Science"
D684,RETIRED,Introduction to Computer Science,4,2024-10,2026-06,21,20,1,School of Technology,0,,"Bachelor of Science, Computer Science","Bachelor of Science, Computer Science | Bachelor of Science, Computer Science (BSCS to MSCS)"
D685,RETIRED,Practical Applications of Prompt,2,2024-10,2026-06,21,20,1,School of Technology,0,,"Bachelor of Science, Computer Science","Bachelor of Science, Computer Science | Bachelor of Science, Computer Science (BSCS to MSCS) | Bachelor of Science, Cybersecurity and Information Assurance | Bachelor of Science, Information Technology"
D686,RETIRED,Operating Systems for Computer Scientists,3,2024-10,2026-06,21,20,1,School of Technology,0,,"Bachelor of Science, Computer Science","Bachelor of Science, Computer Science | Bachelor of Science, Computer Science (BSCS to MSCS)"
D687,RETIRED,Computer Science Project Development with a,3,2024-10,2026-06,21,20,1,School of Technology,0,,"Bachelor of Science, Computer Science","Bachelor of Science, Computer Science | Bachelor of Science, Computer Science (BSCS to MSCS)"
D688,RETIRED,Foundations of Literacy Through Literature,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D689,RETIRED,Literacy Assessment and Interventions,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D690,RETIRED,Elementary Disciplinary Literacy,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D691,RETIRED,Elementary Mathematics Curriculum,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D692,RETIRED,Early Mathematics Methods and Interventions,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D693,RETIRED,Elementary Mathematics Methods and,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
D694,RETIRED,Elementary Health and Physical Education,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D695,RETIRED,Elementary Fine Arts Methods,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Elementary Education","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D696,RETIRED,Foundations of Literacy Through Literature,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D697,RETIRED,Literacy Assessment and Interventions,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D698,RETIRED,Elementary Disciplinary Literacy,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D699,RETIRED,Elementary Mathematics Curriculum,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D700,RETIRED,Early Mathematics Methods and Interventions,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D701,RETIRED,Elementary Mathematics Methods and,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, Special Education"
D702,RETIRED,Elementary Health and Physical Education,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D703,RETIRED,Elementary Fine Arts Methods,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D705,RETIRED,Early Clinical in Special Education,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Special Education, Mild to Moderate"
D706,RETIRED,Early Clinical in Elementary Education,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Elementary Education","Bachelor of Arts, Elementary Education"
D707,RETIRED,Early Clinical in Secondary Education,3,2025-02,2026-06,17,16,1,School of Education,0,,"Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)","Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
D708,RETIRED,Advanced Clinical in Elementary Education,3,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Elementary Education","Bachelor of Arts, Elementary Education"
D709,RETIRED,Advanced Clinical in Secondary Education,3,2025-02,2026-06,17,16,1,School of Education,0,,"Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)","Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
D717,RETIRED,Student Teaching I in Elementary Education,8,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Elementary Education","Bachelor of Arts, Elementary Education"
D718,RETIRED,Student Teaching II in Elementary Education,8,2024-09,2026-06,22,21,1,School of Education,0,,"Bachelor of Arts, Elementary Education","Bachelor of Arts, Elementary Education"
D719,RETIRED,Student Teaching I in Special Education,8,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Special Education, Mild to Moderate"
D720,RETIRED,Student Teaching II in Special Education,8,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Special Education, Mild to Moderate"
D721,RETIRED,Student Teaching I in Secondary Education,8,2025-02,2026-06,17,16,1,School of Education,0,,"Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)","Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
D722,RETIRED,Student Teaching II in Secondary Education,8,2025-02,2026-06,17,16,1,School of Education,0,,"Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)","Bachelor of Science, Mathematics Education (Secondary) | Bachelor of Science, Science Education (Secondary Biological Science) | Bachelor of Science, Science Education (Secondary Chemistry) | Bachelor of Science, Science Education (Secondary Earth Science)"
D723,RETIRED,Advanced Clinical in Special Education,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Special Education, Mild to Moderate"
D724,RETIRED,Early Clinical in Elementary Education,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D725,RETIRED,Early Clinical in Special Education,2,2025-01,2026-06,18,17,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
D726,RETIRED,Early Clinical in Secondary Education,2,2025-02,2026-06,17,16,1,School of Education,0,,"Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)","Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)"
D727,RETIRED,Advanced Clinical in Elementary Education,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D728,RETIRED,Advanced Clinical in Special Education,2,2024-10,2026-06,21,20,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
D729,RETIRED,Advanced Clinical in Secondary Education,2,2025-02,2026-06,17,16,1,School of Education,0,,"Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)","Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)"
D737,RETIRED,Student Teaching I in Elementary Education,4,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D738,RETIRED,Student Teaching II in Elementary Education,4,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education"
D739,RETIRED,Student Teaching I in Special Education,4,2024-10,2026-06,21,20,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
D740,RETIRED,Student Teaching II in Special Education,4,2024-10,2026-06,21,20,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
D741,RETIRED,Student Teaching I in Secondary Education,4,2025-02,2026-06,17,16,1,School of Education,0,,"Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)","Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)"
D742,RETIRED,Student Teaching II in Secondary Education,4,2025-02,2026-06,17,16,1,School of Education,0,,"Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)","Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology) | Master of Arts in Teaching, Science Education (Secondary Chemistry)"
D743,RETIRED,Education Portfolio,1,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology)"
D744,RETIRED,Student Teaching I in Elementary and Special,8,2025-01,2026-06,18,17,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D745,RETIRED,Student Teaching II in Elementary and Special,8,2025-01,2026-06,18,17,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D746,RETIRED,Early Clinical in Elementary and Secondary,2,2024-10,2024-12,3,2,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
D750,RETIRED,Early Clinical in Elementary and Special,3,2025-01,2026-06,18,17,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D751,RETIRED,Advanced Clinical in Elementary and Special,3,2025-01,2026-06,18,17,1,School of Education,0,,"Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
D752,RETIRED,The Education Professional,2,2024-09,2026-06,22,21,1,School of Education,0,,"Master of Arts in Teaching, Elementary Education","Master of Arts in Teaching, Elementary Education | Master of Arts in Teaching, English Education (Secondary) | Master of Arts in Teaching, Mathematics Education (Secondary) | Master of Arts in Teaching, Science Education (Secondary Biology)"
D753,RETIRED,Behavioral Intervention Strategies and Applied,4,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D754,RETIRED,"Special Education Law, Policies and",3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D755,RETIRED,Assessment for Special Education,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D756,RETIRED,Individualized Education Plan (IEP),3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D757,RETIRED,Special Education Curriculum,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D758,RETIRED,Considerations for Instructional Planning for,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D759,RETIRED,Elementary Literacy and Mathematics,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D760,RETIRED,Secondary Literacy and Mathematics,3,2024-10,2026-06,21,20,1,School of Education,0,,"Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
D761,RETIRED,Behavioral Intervention Strategies and Applied,3,2024-10,2026-06,21,20,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
D762,RETIRED,"Special Education Law, Policies and",2,2024-10,2026-06,21,20,1,School of Education,0,,"Master of Arts in Teaching, Special Education","Master of Arts in Teaching, Special Education"
