course_code,status,canonical_title,canonical_cus,first_seen,last_seen,edition_count,span_months,college_count,colleges,title_variant_count,title_variants,first_programs,latest_programs
ABP1,RETIRED,Introduction to Preclinical Experiences,3,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)"
ABV1,RETIRED,Operating Systems,6,2017-01,2017-09,6,8,1,College of Information Technology,0,,"Bachelor of Science, IT - Networks Administration Emphasis","Bachelor of Science, IT - Networks Administration Emphasis"
AEP1,RETIRED,Preclinical Experiences in Elementary Education,3,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8)","Bachelor of Arts, Interdisciplinary Studies (K-8)"
AEP2,RETIRED,Preclinical Experiences in Elementary Education,2,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)"
AFP1,RETIRED,Pre-Clinical Experiences in Science,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Bachelor of Arts, Science (5-9)","Bachelor of Arts, Science (5-9)"
AFP2,RETIRED,Pre-Clinical Experiences in Science,2,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-9)","Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-9)"
AFT2,RETIRED,Accreditation Audit,4,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management","Master of Business Administration, Healthcare Administration"
AGP1,RETIRED,Pre-Clinical Experiences in Mathematics,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Mathematics,"Bachelor of Arts, Mathematics (5-9)","Bachelor of Arts, Mathematics (5-9)"
AGP2,RETIRED,Pre-Clinical Experiences in Mathematics,2,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Mathematics,"Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)","Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)"
AIT2,RETIRED,Organic Chemistry,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Chemistry)",Master of Arts Science Education (Secondary Chemistry)
ALP1,RETIRED,Preclinical Experiences in Elementary and Special Education,3,2017-01,2017-05,3,4,1,Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education"
AMP2,RETIRED,Pre-Clinical Experiences in Social Science,2,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Social Science,"Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)","Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)"
AMT2,RETIRED,Service Line Development,4,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management","Master of Business Administration, Healthcare Administration"
AOA2,RETIRED,Number Sense and Functions,4,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Mathematics Education (K-6)","Master of Arts, Mathematics Education (K-6)"
ASA1,RETIRED,Assessment Theory and Practice,3,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Endorsement Preparation Program, English Language Learning (PreK-12) | Master of Arts, English Language Learning (PreK-12)","Endorsement Preparation Program, English Language Learning | Master of Arts, English Language Learning"
ASC1,RETIRED,Marketing Management Concepts,12,2017-01,2020-09,42,44,1,College of Business,0,,"Bachelor of Science, Marketing Management","Bachelor of Science Business Administration, Marketing"
ASP1,RETIRED,Pre-Clinical Experiences in Mathematics,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Mathematics,"Bachelor of Arts, Mathematics (5-12)","Bachelor of Arts, Mathematics (5-12)"
ASP2,RETIRED,Pre-Clinical Experiences in Mathematics,2,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Mathematics,"Master of Arts in Teaching, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-12)","Master of Arts in Teaching, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-12)"
AST1,RETIRED,Marketing Management Tasks,6,2017-01,2020-01,34,36,1,College of Business,0,,"Bachelor of Science, Marketing Management","Bachelor of Science, Marketing Management"
ATP1,RETIRED,Pre-Clinical Experiences in Science,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Science (5-12, Bio)"
AUA2,RETIRED,"Graphing, Proportional Reasoning and Equations/Inequalities",4,2017-01,2026-06,111,113,2,School of Education | Teachers College,1,"Graphing, Proportional Reasoning and","Master of Arts, Mathematics Education (K-6)","Master of Arts, Mathematics Education (K-6)"
AUP1,RETIRED,Pre-Clinical Experiences in Science,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Bachelor of Arts, Science (5-12, Chemistry)","Bachelor of Arts, Science (5-12, Chemistry)"
AVA2,RETIRED,Geometry and Statistics,4,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Mathematics Education (K-6)","Master of Arts, Mathematics Education (K-6)"
AVP1,RETIRED,Pre-Clinical Experiences in Science,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Bachelor of Arts, Science (5-12, Geo)","Bachelor of Arts, Science (5-12, Geo)"
AWP1,RETIRED,Pre-Clinical Experiences in Science,3,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Science (5-12, Physics)"
AXP2,RETIRED,Pre-Clinical Experiences in Science,2,2017-01,2017-05,3,4,1,Teachers College,1,Preclinical Experiences in Science,"Master of Arts in Teaching, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-12)","Master of Arts in Teaching, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-12)"
BVT1,RETIRED,Physical Chemistry,3,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Chemistry)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Science, Science Education (Secondary Chemistry)"
BVT2,RETIRED,Physical Chemistry,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Chemistry)",Master of Arts Science Education (Secondary Chemistry)
BWT1,RETIRED,Inorganic Chemistry,3,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Chemistry)","Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education | Bachelor of Science, Science Education (Secondary Chemistry)"
BWT2,RETIRED,Inorganic Chemistry,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Chemistry)",Master of Arts Science Education (Secondary Chemistry)
BYT1,RETIRED,Physics: Mechanics,3,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Educational Studies in Secondary Physics Science Education | Bachelor of Science, Science Education (Secondary Physics)"
BYT2,RETIRED,Physics: Mechanics,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Physics)",Master of Arts Science Education (Secondary Physics)
BZT1,RETIRED,Physics: Waves and Optics,3,2017-01,2025-01,94,96,2,School of Education | Teachers College,0,,"Bachelor of Arts, Science (5-12, Physics)","Bachelor of Arts, Educational Studies in Secondary Physics Science Education | Bachelor of Science, Science Education (Secondary Physics)"
BZT2,RETIRED,Physics: Waves and Optics,2,2017-01,2026-06,111,113,2,School of Education | Teachers College,0,,"Master of Arts, Science Education (5-12, Physics)",Master of Arts Science Education (Secondary Physics)
C100,RETIRED,Introduction to Humanities,3,2017-01,2026-06,111,113,7,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Business | School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Information Technology Management"
C104,RETIRED,Elementary Social Studies Methods,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C105,RETIRED,Elementary Visual and Performing Arts Methods,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,1,Elementary Visual and Performing Arts,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C107,RETIRED,Anatomy and Physiology I,4,2017-01,2023-07,76,78,3,College of Health Professions | College of Information Technology | Leavitt School of Health,0,,"Bachelor of Science, Health Information Management | Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR]","Bachelor of Science, Health Information Management"
C108,RETIRED,Elementary Science Methods,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C109,RETIRED,Elementary Mathematics Methods,3,2017-01,2024-09,90,92,2,School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Special Education","Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Special Education and Elementary Education (Dual Licensure) | Bachelor of Arts, Special Education, Mild to Moderate"
C113,RETIRED,Instructional Planning and Presentation in Mathematics,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9)","Bachelor of Science, Mathematics Education (Middle Grades) | Bachelor of Science, Mathematics Education (Secondary)"
C121,RETIRED,Survey of United States History,3,2017-01,2026-06,111,113,4,College of Business | School of Business | School of Education | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Information Technology Management"
C128,RETIRED,Advanced Professional Roles and Values,2,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR] | Master of Science, Nursing - Nursing Informatics [MSRNNUNIGR]","Master of Science, Nursing - Leadership and Management (RN to MSN)"
C132,RETIRED,Elements of Effective Communication,3,2017-01,2017-12,8,11,1,College of Business,0,,"Bachelor of Science, Accounting | Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Business - Information Technology Management","Bachelor of Science, Accounting"
C133,RETIRED,Instructional Planning and Presentation in Elementary and,3,2017-01,2020-06,39,41,1,Teachers College,0,,"Bachelor of Arts, Special Education","Bachelor of Arts, Special Education and Elementary Education (Dual Licensure)"
C141,RETIRED,Instructional Planning and Presentation in Elementary,2,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Elementary Education (K-8) | Post-baccalaureate Teacher Preparation, Elementary Education (K-8)","Master of Arts in Teaching, Elementary Education"
C142,RETIRED,Instructional Planning and Presentation in Mathematics,2,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Mathematics (5-12) | Master of Arts in Teaching, Mathematics (5-9) | Post-baccalaureate Teacher Preparation, Mathematics (5-12) | Post-baccalaureate Teacher Preparation, Mathematics (5-9)","Master of Arts in Teaching, Mathematics Education (Middle Grades) | Master of Arts in Teaching, Mathematics Education (Secondary)"
C143,RETIRED,Instructional Planning and Presentation in Science,2,2017-01,2020-06,39,41,1,Teachers College,0,,"Master of Arts in Teaching, Science (5-12) | Master of Arts in Teaching, Science (5-9) | Post-baccalaureate Teacher Preparation, Science (5-12) | Post-baccalaureate Teacher Preparation, Science (5-9)","Master of Arts in Teaching, Science Education (Secondary)"
C144,RETIRED,Instructional Planning and Presentation in Social Science,2,2017-01,2017-05,3,4,1,Teachers College,0,,"Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)","Master of Arts in Teaching, Social Science (5-12) | Post-baccalaureate Teacher Preparation, Social Science (5-12)"
C155,RETIRED,Pathopharmacological Foundations for Advanced Nursing,3,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C157,RETIRED,Essentials of Advanced Nursing Practice Field Experience,2,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C158,RETIRED,Organizational Leadership and Interprofessional Team,3,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C159,RETIRED,"Policy, Politics, and Global Health Trends",3,2017-01,2020-06,39,41,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C160,RETIRED,Facilitating Learning in the 21st Century,2,2017-01,2018-03,12,14,1,College of Health Professions,0,,"Master of Science, Nursing - Education [MSNUED] | Master of Science, Nursing - Education [MSRNNUEDGR]","Master of Science, Nursing - Education (BSN to MSN) | Master of Science, Nursing - Education (RN to MSN)"
C161,RETIRED,Principles of Organizational Performance Management,2,2017-01,2020-09,40,44,1,College of Health Professions,0,,"Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C162,RETIRED,Principles of Healthcare Business and Financial Management,3,2017-01,2020-09,40,44,1,College of Health Professions,0,,"Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C163,RETIRED,Strategic Leadership and Future Delivery Models,2,2017-01,2020-09,40,44,1,College of Health Professions,0,,"Master of Science, Nursing - Leadership and Management [MSNULM] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Master of Science, Nursing - Leadership and Management (BSN to MSN) | Master of Science, Nursing - Leadership and Management (RN to MSN)"
C164,RETIRED,Introduction to Physics,4,2017-01,2017-09,6,8,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics","Bachelor of Science, Data Management/Data Analytics"
C165,RETIRED,Integrated Physical Sciences,3,2017-01,2026-06,111,113,7,College of Business | College of Information Technology | Leavitt School of Health | School of Business | School of Education | School of Technology | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Secondary Mathematics Education | Bachelor of Arts, Educational Studies in Special and Elementary Education"
C168,RETIRED,Critical Thinking and Logic,3,2017-01,2026-06,111,113,5,College of Business | College of Health Professions | College of Information Technology | School of Business | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio) | Bachelor of Arts, Science (5-9)","Bachelor of Science, Information Technology Management"
C169,RETIRED,Scripting and Programming - Applications,4,2017-01,2018-07,16,18,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, Software Development","Bachelor of Science, Data Management/Data Analytics"
C170,RETIRED,Data Management - Applications,4,2017-01,2023-07,76,78,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis | Bachelor of Science, Information Technology","Bachelor of Science, Data Management/Data Analytics"
C172,RETIRED,Network and Security - Foundations,3,2017-01,2026-06,111,113,3,College of Business | College of Information Technology | School of Business,0,,"Bachelor of Science, Business - Information Technology Management | Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis","Bachelor of Science, Information Technology Management"
C173,RETIRED,Scripting and Programming - Foundations,3,2017-01,2023-07,76,78,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis | Bachelor of Science, Information Technology","Bachelor of Science, Data Management/Data Analytics"
C175,RETIRED,Data Management - Foundations,3,2017-01,2026-06,111,113,3,College of Business | College of Information Technology | School of Business,0,,"Bachelor of Science, Business - Information Technology Management | Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, Health Information Management | Bachelor of Science, IT - Networks Administration Emphasis","Bachelor of Science, Information Technology Management"
C176,RETIRED,Business of IT - Project Management,4,2017-01,2023-07,76,78,2,College of Health Professions | College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, Health Information Management | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis","Bachelor of Science, Data Management/Data Analytics"
C178,RETIRED,Network and Security - Applications,4,2017-01,2023-01,70,72,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, IT - Networks Administration Emphasis | Bachelor of Science, IT - Security Emphasis | Bachelor of Science, Information Technology","Bachelor of Science, Cybersecurity and Information Assurance"
C179,RETIRED,Business of IT - Applications,4,2017-01,2026-06,111,113,3,College of Business | College of Information Technology | School of Business,0,,"Bachelor of Science, Business - Information Technology Management | Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, Health Information Management | Bachelor of Science, IT - Networks Administration Emphasis","Bachelor of Science, Information Technology Management"
C180,RETIRED,Introduction to Psychology,3,2017-01,2026-06,111,113,4,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health,0,,"Bachelor of Science, Business - Healthcare Management | Bachelor of Science, Business - Human Resource Management | Bachelor of Science, Health Information Management | Bachelor of Science, Nursing [BSNU]","Bachelor of Science in Psychology | Bachelor of Science, Health Information Management | Bachelor of Science, Health Science | Bachelor of Science, Health and Human Services"
C181,RETIRED,Survey of United States Constitution and Government,3,2017-01,2022-12,69,71,3,College of Health Professions | College of Information Technology | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Science, Nursing [BSRN]"
C182,RETIRED,Introduction to IT,4,2017-01,2026-02,107,109,3,College of Business | College of Information Technology | School of Business,0,,"Bachelor of Science, Business - Information Technology Management | Bachelor of Science, Business Management | Bachelor of Science, Data Management/Data Analytics | Bachelor of Science, Health Information Management","Bachelor of Science, Business Management"
C185,RETIRED,Network Policies and Services Management,6,2017-01,2019-07,28,30,1,College of Information Technology,0,,"Bachelor of Science, IT - Networks Administration Emphasis","Bachelor of Science, Cloud and Systems Administration"
C186,RETIRED,Server Administration,6,2017-01,2019-07,28,30,1,College of Information Technology,0,,"Bachelor of Science, IT - Networks Administration Emphasis","Bachelor of Science, Cloud and Systems Administration"
C187,RETIRED,Network Reliability and Fault Tolerance,6,2017-01,2019-07,28,30,1,College of Information Technology,0,,"Bachelor of Science, IT - Networks Administration Emphasis","Bachelor of Science, Cloud and Systems Administration"
C188,RETIRED,Software Engineering,4,2017-01,2023-04,73,75,1,College of Information Technology,0,,"Bachelor of Science, Software Development","Bachelor of Science, Computer Science"
C189,RETIRED,Data Structures,4,2017-01,2018-07,16,18,1,College of Information Technology,0,,"Bachelor of Science, Data Management/Data Analytics","Bachelor of Science, Data Management/Data Analytics"
C190,RETIRED,Introduction to Biology,3,2017-01,2026-06,111,113,7,College of Business | College of Health Professions | College of Information Technology | Leavitt School of Health | School of Education | School of Technology | Teachers College,0,,"Bachelor of Arts, Interdisciplinary Studies (K-8) | Bachelor of Arts, Mathematics (5-12) | Bachelor of Arts, Mathematics (5-9) | Bachelor of Arts, Science (5-12, Bio)","Bachelor of Arts, Educational Studies in Elementary Education | Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education | Bachelor of Arts, Educational Studies in Special and Elementary Education | Bachelor of Arts, Elementary Education"
C191,RETIRED,Operating Systems for Programmers,3,2017-01,2024-09,90,92,2,College of Information Technology | School of Technology,0,,"Bachelor of Science, Software Development","Bachelor of Science, Computer Science"
C192,RETIRED,Data Management for Programmers,3,2017-01,2017-09,6,8,1,College of Information Technology,0,,"Bachelor of Science, Software Development","Bachelor of Science, Software Development"
C193,RETIRED,Client-Server Application Development,3,2017-01,2017-09,6,8,1,College of Information Technology,0,,"Bachelor of Science, Software Development","Bachelor of Science, Software Development"
C195,RETIRED,Software II - Advanced Java Concepts,6,2017-01,2023-04,73,75,1,College of Information Technology,0,,"Bachelor of Science, Software Development","Bachelor of Science, Computer Science"
C196,RETIRED,Mobile Application Development,3,2017-01,2022-12,22,71,1,College of Information Technology,0,,"Bachelor of Science, Software Development","Bachelor of Science, Software Development [BSITSW]"
C200,RETIRED,Managing Organizations and Leading People,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration | Master of Science, Management and Leadership","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration | Master of Science in Marketing, Digital Marketing Specialization"
C201,RETIRED,Business Acumen,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Science, Management and Leadership","Master of Science, Management and Leadership"
C202,RETIRED,Managing Human Capital,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration | Master of Science, Management and Leadership","MBA, IT Management | Master of Business Administration | Master of Science, Management and Leadership"
C203,RETIRED,Becoming an Effective Leader,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Science, Management and Leadership","Master of Science, Management and Leadership"
C204,RETIRED,Management Communication,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Business Administration | Master of Science, Accounting | Master of Science, Management and Leadership","Master of Business Administration | Master of Science in Accounting, Auditing Specialization | Master of Science in Accounting, Financial Reporting Specialization | Master of Science in Accounting, Management Accounting Specialization"
C205,RETIRED,Leading Teams,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Science, Management and Leadership","Master of Science, Management and Leadership"
C206,RETIRED,Ethical Leadership,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration | Master of Science, Management and Leadership","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration | Master of Science, Management and Leadership"
C207,RETIRED,Data-Driven Decision Making,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration | Master of Science, Management and Leadership","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration | Master of Science, Human Resource Management"
C208,RETIRED,Change Management and Innovation,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Science, Management and Leadership","Master of Science, Human Resource Management | Master of Science, Management and Leadership"
C209,RETIRED,Strategic Management,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Science, Accounting | Master of Science, Management and Leadership","Master of Science, Management and Leadership"
C210,RETIRED,Management and Leadership Capstone,4,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"Master of Science, Management and Leadership","Master of Science, Management and Leadership"
C211,RETIRED,Global Economics for Managers,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration"
C212,RETIRED,Marketing,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration"
C213,RETIRED,Accounting for Decision Makers,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration"
C214,RETIRED,Financial Management,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management | MBA, IT Management | Master of Business Administration | Master of Science, Accounting","MBA, IT Management | Master of Business Administration | Master of Business Administration, Healthcare Administration"
C215,RETIRED,Operations Management,3,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,Master of Business Administration,"Master of Business Administration | Master of Business Administration, Healthcare Administration"
C216,RETIRED,MBA Capstone,4,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,Master of Business Administration,Master of Business Administration
C217,RETIRED,Human Growth and Development Across the Lifespan,3,2017-01,2022-12,69,71,2,College of Health Professions | Teachers College,0,,"Bachelor of Science, Nursing [BSNU] | Bachelor of Science, Nursing [BSRN] | Master of Science, Nursing - Education [MSRNNUEDGR] | Master of Science, Nursing - Leadership and Management [MSRNNULMGR]","Bachelor of Science, Nursing [BSRN]"
C218,RETIRED,"MBA, Information Technology Management Capstone",4,2017-01,2026-06,111,113,2,College of Business | School of Business,1,"MBA, Information Technology Management","MBA, IT Management","MBA, IT Management"
C219,RETIRED,"MBA, Healthcare Management Capstone",4,2017-01,2026-06,111,113,2,College of Business | School of Business,0,,"MBA, Healthcare Management","Master of Business Administration, Healthcare Administration"
