scope,course_code,title,cus,program_count,colleges,programs
AP,D198,Global Arts and Humanities,3,12,Leavitt School of Health; School of Business; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Marketing; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D199,Introduction to Physical and Human,3,5,Leavitt School of Health; School of Technology,"Bachelor of Science in Psychology; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D202,Human Growth and Development,3,10,Leavitt School of Health; School of Business,"Bachelor of Science in Psychology; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D203,Fundamentals of Anatomy and Physiology,3,4,Leavitt School of Health,"Bachelor of Science in Psychology; Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services; Bachelor of Science, Public Health"
AP,D215,Auditing,3,1,School of Business,"Bachelor of Science, Accounting"
AP,D216,Business Law for Accountants,3,2,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Finance"
AP,D217,Accounting Information Systems,3,1,School of Business,"Bachelor of Science, Accounting"
AP,D218,Intrapersonal Leadership and Professional,3,2,Leavitt School of Health,"Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Nursing)"
AP,D219,Scholarship in Nursing Practice,3,2,Leavitt School of Health,"Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Nursing)"
AP,D220,Information Technology in Nursing Practice,3,2,Leavitt School of Health,"Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Nursing)"
AP,D221,Organizational Systems and Healthcare,3,2,Leavitt School of Health,"Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Nursing)"
AP,D222,Comprehensive Health Assessment,3,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D223,Healthcare Policy and Economics,3,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D224,Global and Population Health,4,3,Leavitt School of Health,"Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D225,Emerging Professional Practice,3,3,Leavitt School of Health,"Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D226,BSNU Capstone,3,1,Leavitt School of Health,"Bachelor of Science, Nursing"
AP,D235,Interprofessional Communication and,2,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D236,Pathophysiology,3,6,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D246,Influential Communication through Visual,3,11,Leavitt School of Health; School of Business; School of Technology,"Bachelor of Science in Psychology; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Communications; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Marketing; Bachelor of Science, User Experience Design"
AP,D250,Governmental and Nonprofit Accounting,3,1,School of Business,"Master of Science in Accounting, Financial Reporting Specialization"
AP,D251,Advanced Auditing,3,2,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization"
AP,D252,Accounting Research and Critical Thinking,3,4,School of Business,"Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization"
AP,D253,Values-Based Leadership,3,10,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Marketing; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,D255,Professional Practice Experience I: Technical,3,2,Leavitt School of Health; School of Business,"Bachelor of Science, Health Information Management; Bachelor of Science, Healthcare Administration"
AP,D256,Principles of Management in Health,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D257,Healthcare Project Management,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D258,Organizational Leadership in Healthcare,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D259,Professional Practice Experience II:,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D260,Health Information Management Capstone,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,D263,Frameworks for Strategic Decision-Making,3,2,School of Business,"Master of Science in Marketing, Digital Marketing Specialization; Master of Science in Marketing, Marketing Analytics Specialization"
AP,D265,Critical Thinking: Reason and Evidence,3,19,Leavitt School of Health; School of Business; School of Technology,"Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Marketing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,D266,World History: Diverse Cultures and Global,3,14,Leavitt School of Health; School of Business,"Bachelor of Science in Psychology; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Health Science; Bachelor of Science, Human Resource Management; Bachelor of Science, Marketing; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D267,US History: Stories of American Democracy,3,6,School of Business; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Finance"
AP,D268,Introduction to Communication: Connecting,3,39,Leavitt School of Health; School of Business; School of Education; School of Technology,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Marketing; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D269,Composition: Writing with a Strategy,3,32,Leavitt School of Health; School of Business; School of Education; School of Technology,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science in Psychology; Bachelor of Science, Communications; Bachelor of Science, Data Analytics; Bachelor of Science, Finance; Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Health and Human Services; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Public Health; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, User Experience Design; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D270,Composition: Successful Self-Expression,3,35,Leavitt School of Health; School of Business; School of Education; School of Technology,"Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science in Psychology; Bachelor of Science, Accounting; Bachelor of Science, Business Management; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Health Information Management; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Marketing; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Supply Chain and Operations Management"
AP,D276,Web Development Foundations,3,6,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D277,Front-End Web Development,3,3,School of Technology,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D278,Scripting and Programming - Foundations,3,6,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D279,User Interface Design,3,3,School of Technology,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D280,JavaScript Programming,3,3,School of Technology,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D281,Linux Foundations,3,9,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D282,Cloud Foundations,3,6,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D284,Software Engineering,4,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D286,Java Fundamentals,3,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]"
AP,D287,Java Frameworks,3,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]"
AP,D288,Back-End Programming,3,4,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]"
AP,D291,Learning Experience Design Foundations I,3,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D292,Learning Experience Design Foundations II,3,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D293,Assessment and Learning Analytics,3,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D294,Learning Technology,3,4,School of Education; School of Technology,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]; Master of Science, Computer Science, Human-Computer Interaction"
AP,D295,Designing and Facilitating E-Learning,3,2,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D296,Quality and Impact of K–12 E-Learning,3,2,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D297,Designing E-Learning Experiences for Adults,3,2,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D298,Quality and Impact of Adult E-Learning,3,2,School of Education,"Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D299,Learning Experience Design Lab,3,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D300,Identifying Learner Needs and a Research,3,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D301,Developing an E-Learning Solution and,3,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D302,Implementing and Evaluating E-Learning,5,3,School of Education,"Master of Education, Education Technology and Instructional Design; Master of Education, Education Technology and Instructional Design [MEDETIDA]; Master of Education, Education Technology and Instructional Design [MEDETID]"
AP,D303,Azure Fundamentals,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D308,Mobile Application Development (Android),3,2,School of Technology,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]"
AP,D311,Microbiology with Lab: A Fundamental,4,6,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D312,Anatomy and Physiology I with Lab,4,6,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D313,Anatomy and Physiology II with Lab,4,6,Leavitt School of Health,"Bachelor of Science, Health Science; Bachelor of Science, Nursing; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,D314,Essentials of Academic Writing,1,2,Leavitt School of Health,"Post-Master's Certificate, Nursing - Leadership and Management (Post-MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,D315,Network and Security - Foundations,3,12,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D316,IT Foundations,4,7,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D317,IT Applications,4,7,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D318,Cloud Applications,3,4,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D319,AWS Cloud Architecture,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services"
AP,D320,Managing Cloud Security,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,D322,Introduction to IT,4,4,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D324,Business of IT - Project Management,4,6,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D325,Networks,4,6,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D326,Advanced Data Management,3,4,School of Technology,"Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D329,Network and Security - Applications,4,6,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)"
AP,D332,Penetration Testing and Vulnerability Analysis,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,D333,Ethics in Technology,3,12,School of Business; School of Technology,"Bachelor of Science, Business Management; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D335,Introduction to Programming in Python,3,4,School of Technology,"Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D336,Business of IT - Applications,4,12,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D337,Internet of Things (IoT) and Infrastructure,3,4,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D338,Cloud Platform Solutions,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Microsoft Azure"
AP,D339,Technical Communication,3,8,School of Technology,"Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Information Technology; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]"
AP,D340,Cyber Defense and Countermeasures,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,D341,Cloud Deployment and Operations,3,1,School of Technology,"Bachelor of Science, Cloud and Network Engineering - Amazon Web Services"
AP,D343,Foundations of Advanced Psychiatric Mental,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D344,The Assessment and Diagnostic Process of,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D345,Psychopharmacology for Advanced Psychiatric,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D346,Advanced Psychiatric Mental Health Care of,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D347,Advanced Psychiatric Mental Health Care of,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D348,Psychiatric Mental Health Nurse Practitioner,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D349,Psychiatric Mental Health Nurse Practitioner,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
AP,D350,Psychiatric Mental Health Nurse Practitioner,3,2,Leavitt School of Health,"Master of Science, Nursing - Psychiatric Mental Health Nurse Practitioner; Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner (Post-MSN)"
